地点コード,地点,地点カナ,府県番号,区分,緯度_度,緯度_分,緯度,経度_度,経度_分,経度,標高,雨,風,気温,日照,積雪深,ed_y,ed_m,ed_d,観測終了日,備考1,備考2,備考3,備考4,備考5,観測所番号1,観測所番号2
0427,恵那山,エナサン,48,A,35,25.7,35.4283,137,37.2,137.6200,1602,Y,N,N,N,N,1981,10,21,1981/10/21,,,,,,,
0428,鶯巣,ウグス,48,A,35,15.8,35.2633,137,49.8,137.8300,265,Y,N,N,N,N,1978,10,16,1978/10/16,,,,,,,
0992,菅平,スガダイラ,48,A,36,31.9,36.5317,138,19.5,138.3250,1253,Y,Y,Y,Y,Y,9999,99,99,,,,,,,48216,48935
0993,東御,トウミ,48,A,36,23,36.3833,138,23,138.3833,958,Y,Y,Y,Y,N,9999,99,99,,2004年3月31日までの地点名「東部町」,,,,,48321,
0994,上高地,カミコウチ,48,A,36,14.8,36.2467,137,38,137.6333,1510,Y,N,N,N,N,9999,99,99,,,,,,,48346,
1022,南木曽,ナギソ,48,A,35,36.6,35.6100,137,37.2,137.6200,560,Y,Y,Y,Y,N,9999,99,99,,,,,,,48717,
1090,南小谷,ミナミオタリ,48,A,36,48,36.8000,137,54.3,137.9050,467,Y,N,N,N,N,1983,10,13,1983/10/13,,,,,,,
1162,鬼無里,キナサ,48,A,36,41.3,36.6883,137,57.9,137.9650,778,Y,N,N,N,N,9999,99,99,,,,,,,48146,
1300,立科,タテシナ,48,A,36,16.3,36.2717,138,18.8,138.3133,715,Y,Y,Y,Y,N,9999,99,99,,,,,,,48381,
1312,奈川,ナガワ,48,A,36,5.3,36.0883,137,41,137.6833,1068,Y,Y,Y,Y,N,9999,99,99,,,,,,,48466,
1314,開田高原,カイダコウゲン,48,A,35,56.3,35.9383,137,36.1,137.6017,1130,Y,Y,Y,Y,Y,9999,99,99,,2006年1月4日までの地点名「開田」,,,,,48531,48940
1317,浪合,ナミアイ,48,A,35,22.4,35.3733,137,41.5,137.6917,940,Y,Y,Y,Y,N,9999,99,99,,,,,,,48826,
1319,辰野,タツノ,48,A,35,58.9,35.9817,137,59,137.9833,729,Y,Y,Y,Y,N,9999,99,99,,,,,,,48546,
1323,南信濃,ミナミシナノ,48,A,35,19.3,35.3217,137,55.9,137.9317,407,Y,Y,Y,Y,N,9999,99,99,,,,,,,48841,
1339,阿南,アナン,48,A,35,18.8,35.3133,137,48.7,137.8117,610,Y,N,N,N,N,9999,99,99,,,,,,,48836,
1360,聖高原,ヒジリコウゲン,48,A,36,29.2,36.4867,138,4.1,138.0683,985,Y,N,N,N,N,9999,99,99,,,,,,,48247,
1392,網掛山,アミカケヤマ,48,A,35,26.9,35.4483,137,41.8,137.6967,1120,Y,N,N,N,N,2007,3,28,2007/3/28,,,,,,,
1394,大鹿,オオシカ,48,A,35,33.4,35.5567,138,2.4,138.0400,718,Y,N,N,N,N,9999,99,99,,,,,,,48737,
1397,杉島,スギシマ,48,A,35,43.6,35.7267,138,5.6,138.0933,905,Y,N,N,N,N,9999,99,99,,,,,,,48691,
1399,十石峠,ジッコクトウゲ,48,A,36,6.5,36.1083,138,38.7,138.6450,1370,Y,N,N,N,N,2003,10,6,2003/10/6,,,,,,,
1411,小谷,オタリ,48,A,36,49.3,36.8217,137,55.8,137.9300,550,Y,N,N,N,Y,9999,99,99,,,,,,,48097,48915
1445,伊那,イナ,48,A,35,49.6,35.8267,137,57.3,137.9550,628,Y,Y,Y,Y,N,9999,99,99,,,,,,,48621,
1529,松本今井,マツモトイマイ,48,A,36,10,36.1667,137,55.3,137.9217,658,Y,Y,Y,N,N,9999,99,99,,,,,,,48363,
1549,北相木,キタアイキ,48,A,36,4.3,36.0717,138,36.7,138.6117,1185,Y,N,N,N,N,9999,99,99,,,,,,,48516,
1550,白樺湖,シラカバコ,48,A,36,6.3,36.1050,138,13.7,138.2283,1440,Y,N,N,N,N,9999,99,99,,,,,,,48436,
1551,高遠,タカトオ,48,A,35,57.2,35.9533,138,6.5,138.1083,1075,Y,N,N,N,N,9999,99,99,,,,,,,48556,
1591,宮田,ミヤダ,48,A,35,45.1,35.7517,137,54.7,137.9117,717,Y,N,N,N,N,2007,11,5,2007/11/5,,,,,,,
0429,剣ノ峰,ケンノミネ,49,A,35,49.7,35.8283,138,38.4,138.6400,1735,Y,N,N,N,N,2008,10,21,2008/10/21,,,,,,,
0430,日向山,ヒナタヤマ,49,A,35,47.9,35.7983,138,17.2,138.2867,1180,Y,N,N,N,N,2009,11,2,2009/11/2,,,,,,,
0431,大菩薩,ダイボサツ,49,A,35,44.1,35.7350,138,50.2,138.8367,1684,Y,N,N,N,N,2008,3,19,2008/3/19,,,,,,,
47638,甲府,コウフ,49,S,35,40,35.6667,138,33.2,138.5533,272.8,Y,Y,Y,Y,Y,9999,99,99,,,,,,,49142,49900
0433,勝沼,カツヌマ,49,A,35,39.8,35.6633,138,43.5,138.7250,394,Y,Y,Y,Y,N,9999,99,99,,,,,,,49151,
0434,大月,オオツキ,49,A,35,36.5,35.6083,138,56.3,138.9383,364,Y,Y,Y,Y,N,9999,99,99,,,,,,,49161,
0435,八町山,ハッチョウヤマ,49,A,35,32.6,35.5433,138,24.7,138.4117,930,Y,N,N,N,N,9999,99,99,,,,,,,49186,
0436,古関,フルセキ,49,A,35,31.7,35.5283,138,36.9,138.6150,552,Y,Y,Y,Y,N,9999,99,99,,2006年2月28日までの地点名「上九一色」,,,,,49196,
47640,河口湖,カワグチコ,49,S,35,30,35.5000,138,45.6,138.7600,859.6,Y,Y,Y,Y,Y,9999,99,99,,1968年3月29日までの地点名「船津」,,,,,49251,49905
0438,山中,ヤマナカ,49,A,35,26.2,35.4367,138,50.2,138.8367,992,Y,Y,Y,Y,N,9999,99,99,,,,,,,49256,
0439,南部,ナンブ,49,A,35,17.3,35.2883,138,26.7,138.4450,141,Y,Y,Y,Y,N,9999,99,99,,,,,,,49316,
1023,大泉,オオイズミ,49,A,35,51.7,35.8617,138,23.2,138.3867,867,Y,Y,Y,Y,N,9999,99,99,,,,,,,49036,
1024,韮崎,ニラサキ,49,A,35,41.6,35.6933,138,26.9,138.4483,341,Y,Y,Y,Y,N,9999,99,99,,,,,,,49086,
1165,上野原,ウエノハラ,49,A,35,37.3,35.6217,139,6.8,139.1133,251,Y,N,N,N,N,9999,99,99,,,,,,,49171,
1234,切石,キリイシ,49,A,35,28,35.4667,138,26.5,138.4417,226,Y,Y,Y,Y,N,9999,99,99,,2004年9月30日までの地点名「中富」,,,,,49236,
47639,富士山,フジサン,49,S,35,21.6,35.3600,138,43.6,138.7267,3775.1,Y,Y,Y,Y,Y,9999,99,99,,,,,,,50066,
1599,乙女湖,オトメコ,49,A,35,48.4,35.8067,138,39.3,138.6550,1465,Y,N,N,N,N,9999,99,99,,,,,,,49052,
0440,白糸,シライト,50,A,35,18.7,35.3117,138,34.7,138.5783,530,Y,N,N,N,N,9999,99,99,,,,,,,50056,
0441,御殿場,ゴテンバ,50,A,35,18.3,35.3050,138,55.6,138.9267,472,Y,Y,Y,Y,N,9999,99,99,,,,,,,50136,
0442,富士,フジ,50,A,35,11.1,35.1850,138,39.8,138.6633,66,Y,Y,Y,Y,N,9999,99,99,,2007年3月26日までの地点名「吉原」,,,,,50196,
47657,三島,ミシマ,50,S,35,6.8,35.1133,138,55.5,138.9250,20.5,Y,Y,Y,Y,Y,9999,99,99,,,,,,,50206,
0444,越木平,コシキダイラ,50,A,35,0.6,35.0100,137,58.8,137.9800,552,Y,N,N,N,N,9999,99,99,,,,,,,50231,
0445,川根本町,カワネホンチョウ,50,A,35,6.1,35.1017,138,7.7,138.1283,290,Y,Y,Y,Y,N,9999,99,99,,2005年10月2日までの地点名「本川根」,,,,,50241,
0446,大山,オオヤマ,50,A,35,3.1,35.0517,138,16.9,138.2817,880,Y,N,N,N,N,1991,3,14,1991/3/14,,,,,,,
47668,網代,アジロ,50,S,35,2.7,35.0450,139,5.5,139.0917,66.9,Y,Y,Y,Y,Y,9999,99,99,,,,,,,50281,
0448,高根山,タカネサン,50,A,34,58.5,34.9750,138,11.8,138.1967,415,Y,N,N,N,N,9999,99,99,,,,,,,50317,
47656,静岡,シズオカ,50,S,34,58.5,34.9750,138,24.2,138.4033,14.1,Y,Y,Y,Y,Y,9999,99,99,,,,,,,50331,
0450,霧山,キリヤマ,50,A,34,52.5,34.8750,137,41.5,137.6917,405,Y,N,N,N,N,1981,11,19,1981/11/19,,,,,,,
0451,天竜,テンリュウ,50,A,34,53.4,34.8900,137,48.8,137.8133,61,Y,Y,Y,Y,N,9999,99,99,,,,,,,50386,
0452,島田,シマダ,50,A,34,50.4,34.8400,138,8.6,138.1433,80,Y,N,N,N,N,1978,12,18,1978/12/18,,,,,,,
0453,湯ケ島,ユガシマ,50,A,34,54,34.9000,138,55.5,138.9250,165,Y,N,N,N,N,9999,99,99,,,,,,,50426,
0454,天城山,アマギサン,50,A,34,52.3,34.8717,139,1.4,139.0233,1070,Y,N,N,N,N,9999,99,99,,,,,,,50427,
47654,浜松,ハママツ,50,S,34,42.5,34.7083,137,43.1,137.7183,31.7,Y,Y,Y,Y,Y,9999,99,99,,,,,,,50456,
0456,松崎,マツザキ,50,A,34,45.3,34.7550,138,47,138.7833,4,Y,Y,Y,Y,N,9999,99,99,,,,,,,50491,
0457,稲取,イナトリ,50,A,34,46.9,34.7817,139,2.9,139.0483,130,Y,Y,Y,Y,N,9999,99,99,,,,,,,50506,
47655,御前崎,オマエザキ,50,S,34,36.2,34.6033,138,12.7,138.2117,44.7,Y,Y,Y,Y,Y,9999,99,99,,,,,,,50551,
47666,石廊崎,イロウザキ,50,S,34,36.2,34.6033,138,50.5,138.8417,54.7,Y,Y,Y,Y,Y,9999,99,99,,1968年3月29日までの地点名「長津呂」,,,,,50561,
0986,佐久間,サクマ,50,A,35,3.4,35.0567,137,45.7,137.7617,150,Y,Y,Y,Y,N,9999,99,99,,,,,,,50226,
0987,土肥,トイ,50,A,34,52.6,34.8767,138,45.6,138.7600,103,Y,N,N,N,N,9999,99,99,,,,,,,50416,
0988,三ヶ日,ミッカビ,50,A,34,48.1,34.8017,137,33.4,137.5567,2,Y,N,N,N,N,9999,99,99,,2007年3月31日までの地点名「三ケ日」,,,,,50371,
0989,掛川,カケガワ,50,A,34,46.8,34.7800,137,58,137.9667,23,Y,N,N,N,N,9999,99,99,,,,,,,50466,
1105,熊,クマ,50,A,34,57.5,34.9583,137,44,137.7333,375,Y,N,N,N,N,9999,99,99,,,,,,,50296,
1106,三倉,ミクラ,50,A,34,57.6,34.9600,137,56.6,137.9433,121,Y,N,N,N,N,1978,1,9,1978/1/9,,,,,,,
1114,梅ケ島,ウメガシマ,50,A,35,14.2,35.2367,138,20.5,138.3417,430,Y,N,N,N,N,9999,99,99,,,,,,,50111,
1243,清水,シミズ,50,A,35,3.2,35.0533,138,31.3,138.5217,3,Y,Y,Y,Y,N,9999,99,99,,,,,,,50261,
1244,磐田,イワタ,50,A,34,41.5,34.6917,137,52.8,137.8800,3,Y,Y,Y,Y,N,9999,99,99,,2005年7月6日までの地点名「福田」,,,,,50536,
1335,菊川牧之原,キクガワマキノハラ,50,A,34,47.1,34.7850,138,8.3,138.1383,191,Y,Y,Y,Y,N,9999,99,99,,2005年10月2日までの地点名「牧の原」,,,,,50476,
1338,井川,イカワ,50,A,35,13,35.2167,138,13.3,138.2217,755,Y,Y,Y,Y,N,9999,99,99,,,,,,,50106,
1393,三倉,ミクラ,50,A,34,53.7,34.8950,137,56.4,137.9400,114,Y,N,N,N,N,9999,99,99,,,,,,,50391,
1440,鍵穴,カギアナ,50,A,35,2.9,35.0483,138,14.8,138.2467,160,Y,N,N,N,N,9999,99,99,,,,,,,50247,
47639,富士山,フジサン,50,S,35,21.6,35.3600,138,43.6,138.7267,3775.1,Y,Y,Y,Y,Y,9999,99,99,,,,,,,50066,
1601,静岡空港,シズオカクウコウ,50,A,34,47.7,34.7950,138,11.3,138.1883,132,Y,Y,Y,N,N,9999,99,99,,,,,,,50477,
0460,一宮,イチノミヤ,51,A,35,17.9,35.2983,136,51.2,136.8533,11,Y,N,N,N,N,9999,99,99,,,,,,,51011,
0461,豊山,トヨヤマ,51,A,35,15.3,35.2550,136,55.4,136.9233,14,Y,Y,Y,N,N,2005,2,17,2005/2/17,,,,,,,
0462,茶臼山,チャウスヤマ,51,A,35,13.2,35.2200,137,39.5,137.6583,1216,Y,N,N,N,N,9999,99,99,,,,,,,51077,
47636,名古屋,ナゴヤ,51,S,35,10,35.1667,136,57.9,136.9650,51.1,Y,Y,Y,Y,Y,9999,99,99,,,,,,,51106,51900
0464,豊田,トヨタ,51,A,35,7.9,35.1317,137,10.6,137.1767,75,Y,Y,Y,Y,N,9999,99,99,,,,,,,51116,
0465,東海,トウカイ,51,A,35,1.4,35.0233,136,54.1,136.9017,10,Y,Y,Y,Y,N,9999,99,99,,,,,,,51161,
0466,出来山,デキヤマ,51,A,35,5.7,35.0950,137,25,137.4167,946,Y,N,N,N,N,2005,11,7,2005/11/7,,,,,,,
0467,岡崎,オカザキ,51,A,34,55.1,34.9183,137,11.6,137.1933,47,Y,Y,Y,Y,N,9999,99,99,,,,,,,51226,
0468,作手,ツクデ,51,A,34,58.6,34.9767,137,25.5,137.4250,532,Y,N,N,N,N,9999,99,99,,,,,,,51241,
0469,一色,イッシキ,51,A,34,48.7,34.8117,137,1.7,137.0283,12,Y,N,N,N,N,9999,99,99,,1995年12月25日までの地点名「西尾」,,,,,51271,
0470,豊橋,トヨハシ,51,A,34,45,34.7500,137,20.5,137.3417,3,Y,Y,Y,Y,N,9999,99,99,,,,,,,51331,
47653,伊良湖,イラコ,51,S,34,37.7,34.6283,137,5.6,137.0933,6.2,Y,Y,Y,Y,Y,9999,99,99,,,,,,,51346,
0472,田原,タハラ,51,A,34,37.6,34.6267,137,13.3,137.2217,45,Y,N,N,N,N,9999,99,99,,,,,,,51356,
0982,稲武,イナブ,51,A,35,12.7,35.2117,137,30.4,137.5067,505,Y,Y,Y,Y,N,9999,99,99,,,,,,,51071,
0983,蟹江,カニエ,51,A,35,8.2,35.1367,136,47.5,136.7917,2,Y,N,N,N,N,9999,99,99,,,,,,,51096,
0984,南知多,ミナミチタ,51,A,34,44.4,34.7400,136,56.3,136.9383,16,Y,Y,Y,Y,N,9999,99,99,,,,,,,51311,
1166,小原,オバラ,51,A,35,13.7,35.2283,137,17.1,137.2850,290,Y,N,N,N,N,9999,99,99,,,,,,,51056,
1341,鳳来,ホウライ,51,A,34,55.9,34.9317,137,34.5,137.5750,81,Y,Y,Y,Y,N,2002,12,24,2002/12/24,,,,,,,
1344,蒲郡,ガマゴオリ,51,A,34,50.7,34.8450,137,13,137.2167,55,Y,Y,Y,Y,N,9999,99,99,,,,,,,51281,
1346,愛西,アイサイ,51,A,35,13,35.2167,136,41.9,136.6983,5,Y,Y,Y,Y,N,9999,99,99,,2005年3月31日までの地点名「八開」,,,,,51031,
1541,新城,シンシロ,51,A,34,54.4,34.9067,137,31,137.5167,53,Y,Y,Y,Y,N,9999,99,99,,,,,,,51247,
1555,セントレア,セントレア,51,A,34,51.5,34.8583,136,48.3,136.8050,4,Y,Y,Y,N,N,9999,99,99,,,,,,,51261,
1576,阿蔵,アゾウ,51,A,35,4.7,35.0783,137,24.8,137.4133,613,Y,N,N,N,N,9999,99,99,,,,,,,51192,
0473,神岡,カミオカ,52,A,36,19.3,36.3217,137,18.5,137.3083,455,Y,Y,Y,Y,Y,9999,99,99,,,,,,,52051,52905
0474,流葉山,ナガレハヤマ,52,A,36,19.6,36.3267,137,14.9,137.2483,1280,Y,N,N,N,N,1982,10,19,1982/10/19,,,,,,,
0475,森茂,モリモ,52,A,36,10.5,36.1750,137,1.5,137.0250,1262,Y,N,N,N,N,1990,10,11,1990/10/11,,,,,,,
47617,高山,タカヤマ,52,S,36,9.3,36.1550,137,15.2,137.2533,560,Y,Y,Y,Y,Y,9999,99,99,,,,,,,52146,52913
0477,乗鞍岳,ノリクラダケ,52,A,36,7.3,36.1217,137,33.4,137.5567,2730,Y,N,N,N,N,2005,5,10,2005/5/10,,,,,,,
0478,大日岳,ダイニチダケ,52,A,36,1.3,36.0217,136,51.2,136.8533,1280,Y,N,N,N,N,1979,10,24,1979/10/24,,,,,,,
0479,新渕山,アラブチヤマ,52,A,36,1.9,36.0317,136,58.5,136.9750,1145,Y,N,N,N,N,1981,10,16,1981/10/16,,,,,,,
0480,船山,フナヤマ,52,A,36,2.1,36.0350,137,15.6,137.2600,880,Y,N,N,N,N,9999,99,99,,,,,,,52192,
0481,白尾山,シラオサン,52,A,35,54.2,35.9033,136,56.9,136.9483,1272,Y,N,N,N,N,1976,11,1,1976/11/1,,,,,,,
0482,白鳥,シロトリ,52,A,35,52.1,35.8683,136,51.8,136.8633,372,Y,Y,Y,Y,N,1978,11,1,1978/11/1,,,,,,,
0483,萩原,ハギワラ,52,A,35,53.3,35.8883,137,12.4,137.2067,425,Y,Y,Y,Y,N,9999,99,99,,,,,,,52286,
0484,蕪山,カブラヤマ,52,A,35,44.1,35.7350,136,47.9,136.7983,1069,Y,N,N,N,N,2005,11,1,2005/11/1,,,,,,,
0485,八幡,ハチマン,52,A,35,45.4,35.7567,136,58.7,136.9783,250,Y,Y,Y,Y,N,9999,99,99,,,,,,,52331,
0486,樽見,タルミ,52,A,35,38.3,35.6383,136,36.2,136.6033,190,Y,Y,Y,Y,Y,9999,99,99,,,,,,,52381,52920
0487,金山,カナヤマ,52,A,35,39.8,35.6633,137,9.6,137.1600,233,Y,Y,Y,Y,N,9999,99,99,,,,,,,52406,
0488,三界山,サンガイヤマ,52,A,35,39,35.6500,137,31,137.5167,1117,Y,N,N,N,N,1981,10,26,1981/10/26,,,,,,,
0489,権現山,ゴンゲンヤマ,52,A,35,34.9,35.5817,136,30.1,136.5017,750,Y,N,N,N,N,1981,10,30,1981/10/30,,,,,,,
0490,伽藍,ガラン,52,A,35,30.9,35.5150,137,13.8,137.2300,650,Y,N,N,N,N,9999,99,99,,,,,,,52476,
0491,美濃加茂,ミノカモ,52,A,35,26.7,35.4450,137,0.3,137.0050,74,Y,Y,Y,Y,N,9999,99,99,,,,,,,52536,
0492,柄石峠,ガライシトウゲ,52,A,35,24.2,35.4033,137,12.4,137.2067,365,Y,N,N,N,N,2009,11,2,2009/11/2,,,,,,,
0493,恵那,エナ,52,A,35,26.8,35.4467,137,24.2,137.4033,315,Y,Y,Y,Y,N,9999,99,99,,,,,,,52556,
0494,中津川,ナカツガワ,52,A,35,28.6,35.4767,137,29.2,137.4867,378,Y,Y,Y,Y,N,9999,99,99,,,,,,,52557,
0495,関ケ原,セキガハラ,52,A,35,21.8,35.3633,136,28,136.4667,130,Y,Y,Y,Y,Y,9999,99,99,,,,,,,52571,52935
0496,大垣,オオガキ,52,A,35,20.8,35.3467,136,37.2,136.6200,6,Y,Y,Y,Y,N,9999,99,99,,,,,,,52581,
47632,岐阜,ギフ,52,S,35,24,35.4000,136,45.7,136.7617,12.7,Y,Y,Y,Y,Y,9999,99,99,,,,,,,52586,52940
0498,三森山,ミツモリサン,52,A,35,22.6,35.3767,137,31.6,137.5267,1130,Y,N,N,N,N,2009,11,2,2009/11/2,,,,,,,
1057,美濃,ミノ,52,A,35,33.4,35.5567,136,54.6,136.9100,68,Y,Y,Y,Y,N,9999,99,99,,,,,,,52461,
1058,多治見,タジミ,52,A,35,20.8,35.3467,137,6.5,137.1083,120,Y,Y,Y,Y,N,9999,99,99,,,,,,,52606,
1059,上石津,カミイシヅ,52,A,35,17.7,35.2950,136,28.3,136.4717,100,Y,N,N,N,N,9999,99,99,,,,,,,52641,
1061,栃尾,トチオ,52,A,36,14.9,36.2483,137,30.2,137.5033,765,Y,Y,Y,Y,N,9999,99,99,,,,,,,52111,
1066,宮地,ミヤジ,52,A,35,45.8,35.7633,137,17.3,137.2883,450,Y,Y,Y,Y,N,9999,99,99,,,,,,,52346,
1153,平井,ヒライ,52,A,35,34,35.5667,136,43.7,136.7283,325,Y,N,N,N,N,2009,11,2,2009/11/2,,,,,,,
1299,長滝,ナガタキ,52,A,35,55.5,35.9250,136,49.9,136.8317,430,Y,Y,Y,Y,Y,9999,99,99,,,,,,,52221,52915
1301,揖斐川,イビガワ,52,A,35,29.1,35.4850,136,34,136.5667,45,Y,Y,Y,Y,N,9999,99,99,,,,,,,52511,
1305,六厩,ムマヤ,52,A,36,3.6,36.0600,137,2,137.0333,1015,Y,Y,Y,Y,N,9999,99,99,,,,,,,52181,
1306,白川,シラカワ,52,A,36,16.4,36.2733,136,53.8,136.8967,478,Y,Y,Y,Y,Y,9999,99,99,,,,,,,52081,52910
1308,河合,カワイ,52,A,36,18.3,36.3050,137,6,137.1000,471,Y,Y,Y,Y,Y,9999,99,99,,,,,,,52041,52900
1311,宮之前,ミヤノマエ,52,A,36,0.9,36.0150,137,23.3,137.3883,930,Y,Y,Y,Y,N,9999,99,99,,,,,,,52196,
1313,黒川,クロカワ,52,A,35,35.9,35.5983,137,19.1,137.3183,517,Y,Y,Y,Y,N,9999,99,99,,,,,,,52482,
1363,大日,ダイニチ,52,A,36,1.1,36.0183,136,52.9,136.8817,1178,Y,N,N,N,N,1990,10,15,1990/10/15,,,,,,,
1384,付知,ツケチ,52,A,35,39.4,35.6567,137,25.6,137.4267,465,Y,N,N,N,N,9999,99,99,,,,,,,52421,
1387,御母衣,ミボロ,52,A,36,8.8,36.1467,136,54.5,136.9083,640,Y,N,N,N,N,9999,99,99,,,,,,,52131,
1390,小津,オヅ,52,A,35,33.7,35.5617,136,32.4,136.5400,573,Y,N,N,N,N,2009,11,2,2009/11/2,,,,,,,
1396,十二岳,ジュウニダケ,52,A,36,11.3,36.1883,137,22.1,137.3683,1010,Y,N,N,N,N,1990,10,16,1990/10/16,,,,,,,
1436,ひるがの,ヒルガノ,52,A,36,0.6,36.0100,136,53.7,136.8950,885,Y,N,N,N,N,9999,99,99,,2004年9月30日までの地点名「蛭ヶ野」,,,,,52173,
1437,清見,キヨミ,52,A,36,10.8,36.1800,137,2.7,137.0450,740,Y,N,N,N,N,9999,99,99,,,,,,,52137,
1438,丹生川,ニュウカワ,52,A,36,11.3,36.1883,137,22.3,137.3717,910,Y,N,N,N,N,9999,99,99,,,,,,,52152,
1577,関市板取,セキシイタドリ,52,A,35,43.4,35.7233,136,47,136.7833,351,Y,N,N,N,N,9999,99,99,,,,,,,52321,
0499,北勢,ホクセイ,53,A,35,8.6,35.1433,136,32.3,136.5383,125,Y,N,N,N,N,9999,99,99,,2001年7月15日までの地点名「阿下喜」,,,,,53016,
0500,桑名,クワナ,53,A,35,3,35.0500,136,41.6,136.6933,3,Y,Y,Y,Y,N,9999,99,99,,,,,,,53041,
0501,雲母峰,キララミネ,53,A,34,59.9,34.9983,136,27.5,136.4583,590,Y,N,N,N,N,2009,11,2,2009/11/2,,,,,,,
47684,四日市,ヨツカイチ,53,S,34,56.4,34.9400,136,34.8,136.5800,55.1,Y,Y,Y,Y,Y,9999,99,99,,,,,,,53061,
0503,亀山,カメヤマ,53,A,34,52.2,34.8700,136,27.2,136.4533,70,Y,Y,Y,Y,N,9999,99,99,,,,,,,53091,
47649,上野,ウエノ,53,S,34,45.7,34.7617,136,8.5,136.1417,159.2,Y,Y,Y,Y,Y,9999,99,99,,,,,,,53112,
0505,笠取山,カサトリヤマ,53,A,34,43.5,34.7250,136,18.5,136.3083,810,Y,N,N,N,N,9999,99,99,,,,,,,53121,
47651,津,ツ,53,S,34,44,34.7333,136,31.1,136.5183,2.7,Y,Y,Y,Y,Y,9999,99,99,,,,,,,53132,
0507,名張,ナバリ,53,A,34,38.1,34.6350,136,6.7,136.1117,199,Y,N,N,N,N,9999,99,99,,,,,,,53141,
0508,国見山,クニミヤマ,53,A,34,33.9,34.5650,136,9.4,136.1567,680,Y,N,N,N,N,1981,11,9,1981/11/9,,,,,,,
0509,小俣,オバタ,53,A,34,31.7,34.5283,136,39.9,136.6650,10,Y,Y,Y,Y,N,9999,99,99,,,,,,,53196,
0510,粥見,カユミ,53,A,34,26.9,34.4483,136,23.4,136.3900,120,Y,Y,Y,Y,N,9999,99,99,,,,,,,53231,
0511,藤坂峠,フジサカトウゲ,53,A,34,19.4,34.3233,136,29.3,136.4883,560,Y,N,N,N,N,9999,99,99,,,,,,,53287,
47663,尾鷲,オワセ,53,S,34,4.2,34.0700,136,11.6,136.1933,15.3,Y,Y,Y,Y,Y,9999,99,99,,,,,,,53378,
0513,八幡峠,ハチマントウゲ,53,A,34,3.6,34.0600,136,6.6,136.1100,800,Y,N,N,N,N,1984,11,20,1984/11/20,,,,,,,
0514,熊野,クマノ,53,A,33,53.5,33.8917,136,5.6,136.0933,40,Y,Y,Y,Y,N,2001,12,17,2001/12/17,,,,,,,
0918,大台,オオダイ,53,A,34,23.5,34.3917,136,24.5,136.4083,80,Y,N,N,N,N,1978,5,31,1978/5/31,,,,,,,
0990,松阪,マツザカ,53,A,34,33.6,34.5600,136,32.2,136.5367,6,Y,N,N,N,N,1979,4,1,1979/4/1,,,,,,,
0991,磯部,イソベ,53,A,34,22.4,34.3733,136,48.3,136.8050,3,Y,N,N,N,N,1977,12,19,1977/12/19,,,,,,,
1230,鳥羽,トバ,53,A,34,28.9,34.4817,136,49.5,136.8250,2,Y,Y,Y,Y,N,9999,99,99,,,,,,,53257,
1255,宮川,ミヤガワ,53,A,34,16.7,34.2783,136,12.5,136.2083,205,Y,N,N,N,N,9999,99,99,,,,,,,53321,
1258,南伊勢,ミナミイセ,53,A,34,20.7,34.3450,136,40.9,136.6817,6,Y,Y,Y,Y,N,9999,99,99,,2006年2月28日までの地点名「南勢」,,,,,53296,
1349,紀伊長島,キイナガシマ,53,A,34,12.5,34.2083,136,19.6,136.3267,3,Y,Y,Y,Y,N,9999,99,99,,,,,,,53326,
1356,白山,ハクサン,53,A,34,37.5,34.6250,136,19.3,136.3217,60,Y,N,N,N,N,9999,99,99,,,,,,,53151,
1381,阿児,アゴ,53,A,34,19.7,34.3283,136,49.9,136.8317,15,Y,N,N,N,N,9999,99,99,,,,,,,53307,
1423,御浜,ミハマ,53,A,33,51.1,33.8517,135,58.8,135.9800,130,Y,N,N,N,N,9999,99,99,,,,,,,53416,
1532,熊野新鹿,クマノアタシカ,53,A,33,55.9,33.9317,136,8.3,136.1383,23,Y,Y,Y,Y,N,9999,99,99,,,,,,,53401,
0515,村上,ムラカミ,54,A,38,13.6,38.2267,139,28.7,139.4783,10,Y,Y,Y,Y,N,9999,99,99,,,,,,,54086,
0516,鷲ケ巣山,ワシガスヤマ,54,A,38,13.7,38.2283,139,38.3,139.6383,695,Y,N,N,N,N,1980,11,7,1980/11/7,,,,,,,
47602,相川,アイカワ,54,S,38,1.7,38.0283,138,14.4,138.2400,5.5,Y,Y,Y,Y,Y,9999,99,99,,,,,,,54157,54900
0518,両津,リョウツ,54,A,38,4.4,38.0733,138,26.4,138.4400,2,Y,Y,Y,Y,N,9999,99,99,,,,,,,54166,
47604,新潟,ニイガタ,54,S,37,54.7,37.9117,139,2.8,139.0467,1.9,Y,Y,Y,Y,Y,9999,99,99,,,,,,,54232,54907
0520,二王子岳,ニノウジダケ,54,A,37,54.4,37.9067,139,27.1,139.4517,382,Y,N,N,N,N,2009,11,2,2009/11/2,,,,,,,
0521,新津,ニイツ,54,A,37,47.5,37.7917,139,5.2,139.0867,3,Y,Y,Y,Y,Y,9999,99,99,,,,,,,54296,54910
0522,巻,マキ,54,A,37,46.1,37.7683,138,54.8,138.9133,2,Y,Y,Y,Y,N,9999,99,99,,,,,,,54341,
0523,宝珠山,ホウシュサン,54,A,37,46.7,37.7783,139,17.3,139.2883,200,Y,N,N,N,N,2009,11,2,2009/11/2,,,,,,,
